,DBN,School Name,Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Economic Need Index,Percent HRA Eligible,Teacher Percent - White,Percentage of Students Enrolled in an AP Course,Percentage of Students Enrolled in an Advanced Math or Science Course,Percentage of Students Enrolled in a College Credited Course,Percentage of Students Enrolled in Any Advanced Course,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Percent of Students Chronically Absent,Teacher Attendance Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Metric Value - College Persistence,Rigorous Instruction - Element Score,Collaborative Teachers - Element Score,Supportive Environment - Element Score,Effective School Leadership - Element Score,Strong Family-Community Ties - Element Score,Trust - Element Score,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,zip code,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Percent Households on SNAP/Food Stamps,Graduation Rate,Student Percent - Black and Hispanic,Student Percent - Other,District,Borough,Percent College Ready based on SAT Math,Average Grade 8 Proficiency,CLEP_enrolled,IB_enrolled,NYCPS_college_prep_enrolled,Took_ACT,college_persistence_ranking,log_dropout_rate,log_temp_housing,log_percent_overage,log_enrollment,log_nearby_student_distance,log_household_income
184,11X253,bronx high school for writing and communication arts,0.582,0.418,0.0,0.101,0.233,0.894,0.836,0.333,0.074,0.175,0.005,0.228,1.3,0.833,0.575,0.968,0.00716,0.5,0.258,3.4,3.74,3.2,3.7,4.52,4.07,0.64,1.0,0.74,10467.0,0.122,0.216,0.59,0.146,0.3879999999999999,0.835,0.342,0.7675000000000001,0.894,0.08,11,Bronx,0.0,2.395,0.0,0.0,0.0,0.0,Low,0.2110709700799404,0.16551443847757333,0.10975086395911929,5.247024072160486,0.7419373447293773,10.741362585772762
185,11X265,bronx lab school,0.445,0.555,0.0,0.132,0.273,0.886,0.823,0.609,0.0,0.641,0.082,0.705,0.6,1.0,0.599,0.945,0.00634,0.191,0.418,3.49,4.2,3.51,4.01,4.45,4.58,0.63,1.0,0.27,10467.0,0.122,0.216,0.59,0.146,0.3879999999999999,0.835,0.342,0.857,0.918,0.083,11,Bronx,0.0,2.3,0.0,0.0,1.0,0.0,Medium,0.14626250697825205,0.1747932903731631,0.09531017980432495,5.398162701517753,0.8754687373538999,10.741362585772762
186,11X270,academy for scholarship and entrepreneurship: a college board school,0.472,0.528,0.0,0.036,0.195,0.839,0.764,0.25,0.47,0.254,0.231,0.571,18.2,0.857,0.306,0.954,0.00667,0.803,0.352,3.08,3.69,3.55,3.66,4.5,3.61,0.66,0.69,0.65,10466.0,0.073,0.243,0.344,0.151,0.415,0.836,0.275,0.8095000000000001,0.934,0.066,11,Bronx,0.02,2.41,0.0,0.0,0.0,0.0,Medium,0.08846864798760819,0.11064652008706365,0.0944006754214843,5.978885764901121,0.5306282510621704,11.016873504562854
187,11X275,high school of computers and technology,0.175,0.825,0.0,0.079,0.304,0.826,0.738,0.371,0.134,0.234,0.002,0.315,5.6,0.914,0.347,0.941,0.0067599999999999,0.56,0.504,3.12,3.83,3.77,3.8,3.63,3.76,0.78,1.0,0.4,10467.0,0.122,0.216,0.59,0.146,0.3879999999999999,0.835,0.342,0.8505,0.888,0.107,11,Bronx,0.137,2.475,0.0,0.0,0.0,0.0,Medium,0.05968300216117384,0.13540463700620298,0.045928931888399735,6.154858094016418,0.8754687373538999,10.741362585772762
188,11X288,collegiate institute for math and science,0.369,0.631,0.0,0.068,0.205,0.782,0.705,0.219,0.333,0.439,0.0,0.626,9.2,0.938,0.237,0.952,0.00768,0.849,0.558,3.37,3.15,3.69,3.4,3.49,2.44,0.96,0.92,0.44,10469.0,0.074,0.282,0.369,0.12,0.372,0.865,0.235,0.9085,0.663,0.298,11,Bronx,0.233,3.015,0.0,0.0,0.0,0.0,Medium,0.04162167469081945,0.10436001532424286,0.028587456851912472,6.322565239927283,0.9162907318741551,11.248074110256228
189,11X290,bronx academy of health careers,0.608,0.392,0.0,0.122,0.239,0.905,0.844,0.4305543710021322,0.44,0.284,0.0,0.5,11.1,0.731,0.385,0.956,0.00637,0.4,0.452,2.75,3.84,3.88,4.32,4.06,3.42,0.84,0.89,0.59,10467.0,0.122,0.216,0.59,0.146,0.3879999999999999,0.835,0.342,0.878,0.934,0.059,11,Bronx,0.053,2.41,0.0,0.0,0.0,0.0,Medium,0.07464354299576571,0.2143046026470053,0.058268908123975824,5.8664680569332965,0.832909122935104,10.741362585772762
190,11X299,astor collegiate academy,0.42,0.58,0.0,0.119,0.232,0.804,0.729,0.5,0.241,0.378,0.002,0.493,12.8,0.875,0.36,0.963,0.00686,0.891,0.439,2.57,3.09,3.2,3.47,3.19,3.5,0.58,0.76,0.14,10469.0,0.074,0.282,0.369,0.12,0.372,0.865,0.235,0.853,0.752,0.239,11,Bronx,0.139,2.63,0.0,0.0,0.0,1.0,Medium,0.030044121348376644,0.11064652008706365,0.017839918128331016,6.07993319509559,0.7884573603642703,11.248074110256228
191,11X418,bronx high school for the visual arts,0.554,0.443,0.002,0.089,0.272,0.872,0.82,0.324,0.214,0.308,0.053,0.452,8.2,0.794,0.496,0.951,0.00649,0.413,0.317,3.07,3.34,2.99,3.37,3.33,3.73,0.77,1.0,0.14,10462.0,0.0819999999999999,0.278,0.595,0.134,0.32,0.877,0.236,0.851,0.832,0.161,11,Bronx,0.065,2.695,0.0,0.0,0.0,0.0,Low,0.1115413747329073,0.11955923505763925,0.04688358589885046,6.0330862217988015,0.832909122935104,11.057723744952234
192,11X455,harry s truman high school,0.432,0.568,0.0,0.072,0.243,0.814,0.727,0.519,0.121,0.393,0.197,0.515,10.0,0.855,0.307,0.949,0.00707,0.706,0.307,3.3,3.15,3.21,2.68,3.17,3.06,0.59,0.51,0.15,10475.0,0.0409999999999999,0.257,0.319,0.161,0.231,0.785,0.193,0.8285,0.919,0.077,11,Bronx,0.055,2.475,0.0,0.0,0.0,0.0,Low,0.07649797097272491,0.15700374880966467,0.06297479916138839,7.545389749611823,1.0647107369924282,10.950876719793103
193,11X508,bronxdale high school,0.5,0.5,0.0,0.067,0.254,0.849,0.789,0.488,0.16,0.262,0.0,0.356,5.1,0.951,0.394,0.958,0.0065,0.366,0.419,4.5,4.0,4.02,3.8,3.86,4.32,0.79,1.0,0.64,10469.0,0.074,0.282,0.369,0.12,0.372,0.865,0.235,0.892,0.867,0.1349999999999999,11,Bronx,0.075,2.615,0.0,0.0,0.0,0.0,Medium,0.058268908123975824,0.10165365372649982,0.026641930946421092,5.926926025970411,0.9555114450274365,11.248074110256228
194,11X509,high school of language and innovation,0.443,0.549,0.008,0.806,0.044,0.0,0.702,0.419,0.161,0.385,0.0,0.456,12.2,0.774,0.318,0.967,0.00611,0.633,0.327,3.4,3.57,3.86,3.45,2.98,2.71,0.97,0.9,0.72,10469.0,0.074,0.282,0.369,0.12,0.372,0.865,0.235,0.9155,0.708,0.284,11,Bronx,0.009,1.985,0.0,0.0,0.0,0.0,Low,0.06531946612064246,0.18647956694261839,0.14928170271575447,5.90536184805457,0.7884573603642703,11.248074110256228
195,11X513,new world high school,0.54,0.46,0.0,0.64,0.05,0.925,0.757,0.636,0.477,0.577,0.0,0.73,6.0,1.0,0.249,0.968,0.00614,0.518,0.408,3.66,3.2,4.04,3.78,4.15,3.31,0.94,1.0,0.66,10466.0,0.073,0.243,0.344,0.151,0.415,0.836,0.275,0.908,0.877,0.123,11,Bronx,0.049,2.3200000000000003,0.0,0.0,0.0,0.0,Medium,0.05921185963184603,0.21752781252857398,0.07973496801885353,5.707110264748875,0.9932517730102836,11.016873504562854
196,11X514,the bronxwood preparatory academy,0.518,0.482,0.0,0.087,0.232,0.802,0.742,0.538,0.192,0.542,0.158,0.682,2.1,0.692,0.332,0.954,0.00622,0.81,0.349,3.86,3.65,3.93,3.67,4.15,3.18,0.97,0.68,0.41,10466.0,0.073,0.243,0.344,0.151,0.415,0.836,0.275,0.903,0.94,0.059,11,Bronx,0.0,2.35,0.0,0.0,0.0,0.0,Medium,0.1075082077152852,0.13714983814723364,0.09984533496971612,5.942799375126701,0.47000362924573563,11.016873504562854
197,11X542,pelham preparatory academy,0.448,0.55,0.002,0.07,0.286,0.787,0.714,0.515,0.279,0.269,0.129,0.469,7.1,0.758,0.309,0.95,0.00757,0.638,0.5,3.58,4.01,3.99,3.56,3.42,3.34,0.96,0.83,0.26,10469.0,0.074,0.282,0.369,0.12,0.372,0.865,0.235,0.9275,0.847,0.149,11,Bronx,0.073,2.68,0.0,0.0,0.0,0.0,Medium,0.03777736433402992,0.08342160813907237,0.036331929247390204,6.129050210060545,0.9555114450274365,11.248074110256228
198,11X544,high school for contemporary arts,0.583,0.417,0.0,0.12,0.314,0.898,0.848,0.333,0.502,0.286,0.007,0.636,2.1,0.792,0.472,0.972,0.0058,0.288,0.173,2.69,3.44,3.36,3.77,2.36,2.43,0.72,0.68,0.22,10467.0,0.122,0.216,0.59,0.146,0.3879999999999999,0.835,0.342,0.8605,0.908,0.061,11,Bronx,0.0,2.41,0.0,0.0,0.0,0.0,Low,0.11689375147149943,0.1629688282781397,0.08434114843375096,5.648974238161206,0.9162907318741551,10.741362585772762
199,11X545,bronx aerospace high school,0.3,0.7,0.0,0.133,0.233,0.872,0.82,0.444,0.58,0.313,0.0,0.633,2.1,1.0,0.273,0.961,0.00639,0.556,0.266,4.3,3.89,3.88,3.97,3.46,3.03,0.96,1.0,0.84,10467.0,0.122,0.216,0.59,0.146,0.3879999999999999,0.835,0.342,0.843,0.94,0.06,11,Bronx,0.044,2.375,0.0,0.0,0.0,0.0,Low,0.12266001273588754,0.15956456967133845,0.11332868530700327,5.017279836814924,0.7884573603642703,10.741362585772762
200,12X242,mott hall v,0.493,0.507,0.0,0.152,0.277,0.93,0.875,0.397,0.165,0.32,0.0,0.36,18.2,0.845,0.404,0.961,0.00733,0.63,0.419,3.41,3.34,3.52,3.43,2.55,3.62,0.86,0.86,0.6,10472.0,0.185,0.142,0.65,0.123,0.406,0.773,0.377,0.9645,0.936,0.0579999999999999,12,Bronx,0.049,2.51,0.0,0.0,0.0,0.0,Medium,0.04114194333117521,0.10165365372649982,0.007968169649176881,5.929589143389895,0.4054651081081644,10.59728452193757
201,12X248,"metropolitan high school, the",0.455,0.545,0.0,0.167,0.378,0.0,0.917,0.3,0.481,0.314,0.0,0.5,0.5,1.0,0.519,0.929,0.00529,0.2,0.235,2.3,1.76,2.41,2.0,2.21,1.93,0.79,0.82,0.18,10459.0,0.173,0.141,0.67,0.182,0.29,0.838,0.395,0.7435,0.981,0.019,12,Bronx,0.02,2.325,0.0,0.0,0.0,0.0,Low,0.17058630057553364,0.22793206804600694,0.13190507087993858,5.056245805348308,0.6931471805599453,10.627915353129106
202,12X251,explorations academy h.s.,0.4,0.6,0.0,0.189,0.314,0.934,0.875,0.296,0.271,0.418,0.0,0.486,0.1,0.852,0.292,0.96,0.00633,0.329,0.298,3.37,3.62,3.99,3.55,4.02,3.74,0.85,1.0,0.82,10460.0,0.149,0.143,0.617,0.182,0.321,0.82,0.505,0.7889999999999999,0.975,0.025,12,Bronx,0.071,2.35,0.0,0.0,0.0,0.0,Low,0.12883287184296838,0.1764711431157791,0.1239859797809913,5.638354669333745,0.7884573603642703,10.406714378426788
203,12X267,bronx latin,0.503,0.497,0.0,0.124,0.245,0.928,0.876,0.367,0.454,0.487,0.0,0.788,11.1,0.837,0.514,0.953,0.00674,1.0,0.547,3.52,4.35,3.57,4.12,3.96,3.71,0.76,0.94,0.47,10456.0,0.166,0.127,0.602,0.193,0.298,0.7829999999999999,0.498,0.9505,0.957,0.039,12,Bronx,0.286,2.68,1.0,0.0,0.0,0.0,Medium,0.013902905168991214,0.07232066157962608,0.02273948696948934,5.726847747587198,0.5306282510621704,10.413853070469662
204,12X271,east bronx academy for the future,0.49,0.508,0.003,0.16,0.298,0.936,0.88,0.375,0.305,0.533,0.028,0.57,19.2,0.911,0.509,0.946,0.00629,0.774,0.327,3.57,4.59,3.85,4.73,3.59,3.92,0.39,0.85,0.3,10460.0,0.149,0.143,0.617,0.182,0.321,0.82,0.505,0.8634999999999999,0.913,0.086,12,Bronx,0.071,2.4450000000000003,0.0,0.0,0.0,0.0,Low,0.10885440491208206,0.16551443847757333,0.05638033343610769,5.993961427306569,0.6418538861723947,10.406714378426788
205,12X388,pan american international high school at monroe,0.414,0.586,0.0,0.923,0.013,0.0,0.593,0.423,0.199,0.246,0.0,0.441,4.1,0.808,0.441,0.971,0.00643,0.662,0.265,4.9,4.86,4.25,4.4,4.54,4.59,0.95,1.0,0.94,10472.0,0.185,0.142,0.65,0.123,0.406,0.773,0.377,0.918,1.0,0.0,12,Bronx,0.0,1.755,0.0,0.0,0.0,0.0,Low,0.06109509935981083,0.28517894223366247,0.15529288440603525,5.697093486505405,0.5877866649021191,10.59728452193757
206,12X478,the cinema school,0.538,0.462,0.0,0.106,0.269,0.892,0.824,0.308,0.23,0.443,0.0,0.532,10.0,0.885,0.383,0.918,0.0067099999999999,0.485,0.487,3.03,2.58,3.41,2.87,2.35,1.79,0.74,0.87,0.17,10472.0,0.185,0.142,0.65,0.123,0.406,0.773,0.377,0.9315,0.961,0.039,12,Bronx,0.052,2.69,0.0,0.0,0.0,0.0,Medium,0.044973365642731196,0.13802129789737458,0.04114194333117521,5.8805329864007,0.7884573603642703,10.59728452193757
207,12X479,bronx career and college preparatory high school,0.421,0.579,0.0,0.164,0.267,0.0,0.887,0.4305543710021322,0.072,0.236,0.062,0.308,1.1,0.765,0.557,0.964,0.00567,0.317,0.185,2.39,3.04,2.84,3.0,2.55,2.56,0.6,1.0,0.43,10456.0,0.166,0.127,0.602,0.193,0.298,0.7829999999999999,0.498,0.783,0.928,0.061,12,Bronx,0.016,2.245,0.0,0.0,0.0,0.0,Low,0.20904462693470804,0.19967019512856768,0.11600367575630612,5.278114659230517,0.7419373447293773,10.413853070469662
208,12X511,bronx envision academy,0.482,0.518,0.0,0.186,0.287,0.0,0.902,0.343,0.303,0.414,0.0,0.531,12.2,0.857,0.506,0.953,0.0069999999999999,0.269,0.49,3.85,3.79,3.85,3.89,3.12,3.16,0.76,0.76,0.31,10460.0,0.149,0.143,0.617,0.182,0.321,0.82,0.505,0.8225,0.967,0.024,12,Bronx,0.022,2.405,0.0,0.0,0.0,0.0,Medium,0.17772768778372727,0.19721016928770524,0.10165365372649982,5.730099782973574,0.6418538861723947,10.406714378426788
209,12X521,the metropolitan soundview high school,0.412,0.588,0.0,0.192,0.347,0.944,0.876,0.405,0.135,0.316,0.021,0.332,8.0,0.73,0.327,0.974,0.00639,0.339,0.36,2.9,3.1,3.38,4.12,3.16,2.91,0.83,0.97,0.26,10472.0,0.185,0.142,0.65,0.123,0.406,0.773,0.377,0.8035,0.95,0.049,12,Bronx,0.037,2.375,0.0,0.0,0.0,0.0,Medium,0.10795714150509236,0.15529288440603525,0.07510747248680547,5.958424693029782,0.5306282510621704,10.59728452193757
210,12X550,high school of world cultures,0.406,0.594,0.0,0.879,0.031,0.0,0.555,0.276,0.079,0.592,0.0,0.592,0.4,0.931,0.302,0.959,0.00582,0.544,0.214,3.0,3.22,3.28,2.73,3.47,3.42,0.43,0.97,0.41,10472.0,0.185,0.142,0.65,0.123,0.406,0.773,0.377,0.905,0.952,0.048,12,Bronx,0.0,1.945,0.0,0.0,0.0,0.0,Low,0.1527210870176639,0.21672298351128702,0.2374408560150342,5.87493073085203,0.5877866649021191,10.59728452193757
211,12X682,fannie lou hamer freedom high school,0.448,0.552,0.0,0.158,0.316,0.943,0.895,0.452,0.0,0.457,0.053,0.459,9.1,0.833,0.722,0.981,0.0067599999999999,0.356,0.274,4.11,3.78,3.93,4.14,4.04,4.31,0.74,0.98,0.85,10460.0,0.149,0.143,0.617,0.182,0.321,0.82,0.505,0.8425,0.949,0.044,12,Bronx,0.01,2.215,0.0,0.0,1.0,0.0,Low,0.0902976379807804,0.15785808461558032,0.07417939817425147,6.1224928095143865,0.5877866649021191,10.406714378426788
212,12X684,wings academy,0.398,0.602,0.0,0.088,0.339,0.928,0.892,0.4305543710021322,0.183,0.235,0.0,0.339,1.5,0.958,0.603,0.955,0.0057399999999999,0.158,0.241,2.87,3.04,2.61,2.79,2.9,2.17,0.64,0.72,0.25,10460.0,0.149,0.143,0.617,0.182,0.321,0.82,0.505,0.8035,0.972,0.028,12,Bronx,0.013,2.29,0.0,0.0,0.0,0.0,Low,0.24412195769940145,0.1510028735365274,0.08801087732271339,5.529429087511423,0.8754687373538999,10.406714378426788
213,13K265,dr. susan s. mckinney secondary school of the arts,0.575,0.419,0.006,0.022,0.279,0.875,0.827,0.4305543710021322,0.503,0.48,0.0,0.743,0.1,0.759,0.651,0.954,0.0065599999999999,0.721,0.346,2.53,2.24,2.68,2.47,3.442935982339956,3.45,0.51,0.52,0.04,11205.0,0.063,0.518,0.446,0.087,0.1639999999999999,0.833,0.238,0.8475,0.955,0.039,13,Brooklyn,0.0,2.4450000000000003,0.0,0.0,0.0,0.0,Medium,0.10210522293715359,0.13540463700620298,0.03825871211709027,5.19295685089021,1.1314021114911006,11.223107780388027
214,13K350,urban assembly school of music and art,0.657,0.343,0.0,0.01,0.232,0.826,0.788,0.5,0.899,0.313,0.273,0.939,0.6,0.7,0.609,0.973,0.00659,0.472,0.25,2.39,3.76,2.92,3.82,4.07,3.37,0.8,1.0,0.14,11201.0,0.027,0.7809999999999999,0.256,0.0819999999999999,0.211,0.942,0.077,0.8545,0.969,0.02,13,Brooklyn,0.0,2.43,0.0,0.0,0.0,0.0,Low,0.03777736433402992,0.0778865386570712,0.04974209189481401,4.605170185988092,1.3609765531356006,12.003411637375782
215,13K412,brooklyn community arts & media high school (bcam),0.552,0.448,0.0,0.052,0.322,0.856,0.81,0.313,0.198,0.277,0.0,0.438,17.2,0.896,0.516,0.97,0.00605,0.309,0.338,3.42,3.5,3.57,3.81,3.94,3.22,0.7,0.58,0.2,11205.0,0.063,0.518,0.446,0.087,0.1639999999999999,0.833,0.238,0.863,0.893,0.051,13,Brooklyn,0.058,2.505,0.0,0.0,0.0,0.0,Low,0.069992371820035,0.12221763272424911,0.0962188577405429,6.248042874508429,1.1939224684724343,11.223107780388027
216,13K419,"science skills center high school for science, technology and the creative arts",0.414,0.586,0.0,0.022,0.161,0.767,0.679,0.27,0.534,0.42,0.378,0.739,11.4,0.703,0.2,0.954,0.00717,0.913,0.569,2.7,3.21,2.83,3.26,3.3,2.06,0.72,0.91,0.2,11201.0,0.027,0.7809999999999999,0.256,0.0819999999999999,0.211,0.942,0.077,0.978,0.827,0.128,13,Brooklyn,0.106,2.865,0.0,0.0,0.0,0.0,Medium,0.016857117066422806,0.08065790301745454,0.023716526617316065,6.212606095751519,1.62924053973028,12.003411637375782
217,13K430,brooklyn technical high school,0.431,0.568,0.001,0.001,0.017,0.513,0.428,0.567,0.73,0.544,0.355,0.984,6.7,0.907,0.143,0.963,0.0091799999999999,0.995,0.843,4.35,4.01,4.14,4.09,1.85,3.37,0.92,0.86,0.89,11217.0,0.039,0.7170000000000001,0.252,0.092,0.193,0.92,0.099,0.981,0.121,0.857,13,Brooklyn,0.979,4.135,0.0,0.0,0.0,1.0,High,0.001998002662673058,0.03343477608623742,0.001998002662673058,8.689969335366662,1.8718021769015913,11.936466219805624
218,13K439,brooklyn international high school,0.394,0.606,0.0,0.911,0.031,0.934,0.606,0.68,0.0,0.271,0.062,0.445,9.1,0.92,0.405,0.954,0.00511,0.754,0.423,4.88,4.91,4.37,4.62,3.44,4.25,0.7,0.96,0.5,11201.0,0.027,0.7809999999999999,0.256,0.0819999999999999,0.211,0.942,0.077,0.845,0.77,0.229,13,Brooklyn,0.016,2.03,0.0,0.0,1.0,0.0,Medium,0.08846864798760819,0.211880359035499,0.22074066669789932,5.680172609017068,1.589235205116581,12.003411637375782
219,13K483,the urban assembly school for law and justice,0.658,0.342,0.0,0.034,0.174,0.78,0.715,0.552,0.244,0.333,0.0,0.416,3.1,0.655,0.627,0.961,0.00745,0.42,0.538,4.65,4.61,3.62,4.44,4.03,3.69,0.76,1.0,0.33,11201.0,0.027,0.7809999999999999,0.256,0.0819999999999999,0.211,0.942,0.077,0.9415,0.899,0.095,13,Brooklyn,0.159,2.885,0.0,0.0,0.0,1.0,Medium,0.02955880224154443,0.07603468627599758,0.031498667059371016,6.093569770045136,1.62924053973028,12.003411637375782
220,13K527,urban assembly institute of math and science for young women,1.0,0.0,0.0,0.072,0.184,0.869,0.81,0.514,0.344,0.538,0.128,0.675,13.1,0.595,0.598,0.964,0.00506,0.986,0.574,2.35,3.4,2.99,3.02,3.18,3.57,0.7,1.0,0.32,11201.0,0.027,0.7809999999999999,0.256,0.0819999999999999,0.211,0.942,0.077,0.964,0.738,0.246,13,Brooklyn,0.097,2.685,0.0,0.0,0.0,0.0,Medium,0.039701366851552046,0.10526051065749292,0.03825871211709027,5.723585101952381,1.5686159179138452,12.003411637375782
221,13K594,gotham professional arts academy,0.688,0.312,0.0,0.028,0.339,0.837,0.78,0.333,0.358,0.353,0.161,0.454,4.9,0.81,0.722,0.935,0.0060999999999999,0.391,0.206,4.06,3.27,3.42,3.89,3.82,3.07,0.45,0.48,0.15,11238.0,0.024,0.7040000000000001,0.1939999999999999,0.087,0.196,0.915,0.108,0.8160000000000001,0.922,0.069,13,Brooklyn,0.0,2.68,0.0,0.0,0.0,1.0,Low,0.08434114843375096,0.14496577025018564,0.05354076692802976,5.389071729816501,1.1314021114911006,11.742035183262942
222,13K595,bedford academy high school,0.534,0.466,0.0,0.003,0.123,0.626,0.513,0.4305543710021322,0.262,0.44,0.225,0.644,13.4,0.87,0.244,0.981,0.00847,0.9,0.675,4.34,3.93,3.96,3.97,4.17,3.52,0.85,1.0,0.31,11216.0,0.04,0.545,0.21,0.102,0.222,0.8909999999999999,0.143,1.0,0.856,0.11,13,Brooklyn,0.32,3.265,0.0,0.0,0.0,1.0,High,0.0,0.06297479916138839,0.004987541511038968,5.948034989180646,1.1314021114911006,11.43696192616319
223,13K605,george westinghouse career and technical education high school,0.304,0.696,0.0,0.037,0.279,0.798,0.728,0.472,0.192,0.319,0.043,0.415,6.1,0.83,0.387,0.953,0.0065799999999999,0.771,0.317,3.23,3.03,3.25,3.2,3.49,2.95,0.53,0.79,0.47,11201.0,0.027,0.7809999999999999,0.256,0.0819999999999999,0.211,0.942,0.077,0.9215,0.915,0.071,13,Brooklyn,0.093,2.62,0.0,0.0,0.0,0.0,Low,0.02955880224154443,0.1301506844650451,0.031498667059371016,6.33327962813969,1.5686159179138452,12.003411637375782
224,13K670,benjamin banneker academy,0.529,0.471,0.0,0.015,0.178,0.732,0.639,0.306,0.401,0.556,0.216,0.79,7.2,0.776,0.496,0.954,0.00797,0.982,0.529,3.0,3.11,3.11,3.16,3.25,3.06,0.63,0.56,0.12,11205.0,0.063,0.518,0.446,0.087,0.1639999999999999,0.833,0.238,0.979,0.8979999999999999,0.062,13,Brooklyn,0.199,3.14,0.0,0.0,0.0,1.0,Medium,0.0074720148387010564,0.08801087732271339,0.02078253918252841,6.626717749249025,1.3609765531356006,11.223107780388027
225,13K674,"city polytechnic high school of engineering, architecture, and technology",0.179,0.821,0.0,0.049,0.21,0.727,0.639,0.353,0.263,0.329,0.091,0.529,0.2,0.706,0.394,0.958,0.00667,0.678,0.513,2.61,2.79,3.5770989010989007,2.74,3.58,3.58,0.04,0.66,0.14,11201.0,0.027,0.7809999999999999,0.256,0.0819999999999999,0.211,0.942,0.077,0.9535,0.841,0.142,13,Brooklyn,0.222,2.96,0.0,0.0,0.0,0.0,Medium,0.009950330853168092,0.08250122151174377,0.02761516703297339,6.063785208687608,1.7047480922384253,12.003411637375782
226,14K071,juan morel campos secondary school,0.46,0.54,0.0,0.245,0.314,0.925,0.832,0.508,0.059,0.286,0.0,0.332,6.9,0.778,0.52,0.958,0.0065599999999999,0.606,0.234,3.45,3.64,3.73,3.71,2.53,3.18,0.72,0.95,0.44,11206.0,0.124,0.3289999999999999,0.5589999999999999,0.126,0.203,0.8109999999999999,0.3429999999999999,0.738,0.944,0.053,14,Brooklyn,0.015,2.545,0.0,0.0,0.0,0.0,Low,0.02615495747685118,0.1466943791508034,0.036331929247390204,5.777652323222656,0.6418538861723947,10.849492414393675
227,14K449,"brooklyn latin school, the",0.441,0.559,0.0,0.003,0.035,0.533,0.452,0.587,0.0,0.506,0.0,0.992,4.2,0.739,0.236,0.968,0.00894,0.985,0.815,3.63,4.05,3.8,3.97,2.75,4.02,0.71,0.78,0.3,11206.0,0.124,0.3289999999999999,0.5589999999999999,0.126,0.203,0.8109999999999999,0.3429999999999999,0.9915,0.2319999999999999,0.6930000000000001,14,Brooklyn,0.975,4.065,0.0,1.0,0.0,1.0,High,0.003992021269537457,0.03825871211709027,0.003992021269537457,6.683360945766275,1.8405496333974871,10.849492414393675
228,14K454,the williamsburg high school of art and technology,0.413,0.587,0.0,0.112,0.216,0.834,0.74,0.355,0.0,0.143,0.238,0.291,1.1,0.645,0.476,0.955,0.00622,0.61,0.289,3.91,4.25,3.69,3.54,3.98,3.65,0.42,0.56,0.08,11206.0,0.124,0.3289999999999999,0.5589999999999999,0.126,0.203,0.8109999999999999,0.3429999999999999,0.919,0.879,0.07,14,Brooklyn,0.099,2.78,0.0,0.0,0.0,0.0,Low,0.010939940038334263,0.13802129789737458,0.014888612493750559,6.023447592961033,1.0986122886681098,10.849492414393675
229,14K474,progress high school for professional careers,0.552,0.448,0.0,0.2,0.266,0.916,0.82,0.387,0.309,0.37,0.0,0.585,4.6,0.903,0.38,0.955,0.00567,0.718,0.251,4.17,3.62,4.02,3.79,3.66,3.7,0.44,0.73,0.08,11211.0,0.084,0.524,0.509,0.085,0.216,0.825,0.2019999999999999,0.7725,0.95,0.043,14,Brooklyn,0.034,2.405,0.0,0.0,0.0,0.0,Low,0.10705907229340776,0.1587116911548208,0.11955923505763925,5.981414211254481,1.0647107369924282,11.459788366557099
230,14K477,east williamsburg scholars academy,0.428,0.572,0.0,0.432,0.201,0.905,0.616,0.324,0.189,0.349,0.058,0.459,9.5,0.73,0.411,0.958,0.00599,0.413,0.3,2.45,3.26,3.38,2.96,2.66,2.84,0.51,0.74,0.06,11211.0,0.084,0.524,0.509,0.085,0.216,0.825,0.2019999999999999,0.8175,0.891,0.049,14,Brooklyn,0.029,2.49,0.0,0.0,0.0,0.0,Low,0.11019879229807555,0.15700374880966467,0.09075436326846413,6.180016653652572,1.0647107369924282,11.459788366557099
231,14K478,"the high school for enterprise, business and technology",0.359,0.641,0.0,0.196,0.199,0.89,0.773,0.256,0.306,0.339,0.107,0.594,13.1,0.744,0.504,0.951,0.00652,0.619,0.332,3.61,2.62,3.2,2.71,2.19,2.15,0.71,0.81,0.42,11211.0,0.084,0.524,0.509,0.085,0.216,0.825,0.2019999999999999,0.8525,0.848,0.094,14,Brooklyn,0.136,2.67,0.0,1.0,0.0,0.0,Low,0.15315017949367474,0.14410034397375687,0.06297479916138839,6.297109319933935,1.2809338454620642,11.459788366557099
232,14K488,brooklyn preparatory high school,0.59,0.41,0.0,0.05,0.174,0.809,0.742,0.487,0.457,0.502,0.0,0.661,13.1,0.821,0.186,0.954,0.00685,0.446,0.407,3.48,4.36,4.33,3.9,3.68,4.01,0.51,0.59,0.4,11211.0,0.084,0.524,0.509,0.085,0.216,0.825,0.2019999999999999,0.9545,0.935,0.04,14,Brooklyn,0.07,2.83,0.0,0.0,0.0,0.0,Medium,0.018821754240587667,0.10885440491208206,0.03729578474369693,6.326149473155099,1.4350845252893227,11.459788366557099
